company,added_date,description,website,headcount,employees,country,region,city,url_slug,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,investment_count,company_address,growth_3mo_headcount,growth_6mo_headcount,growth_1yr_headcount,growth_2yr_headcount,growth_3yr_headcount,growth_4yr_headcount,growth_5yr_headcount,growth_3mo_web_traffic,growth_extra_1,growth_extra_2,source_page,source_row,qa_pass,qa_flags
Fabric,"Jul 28, 2025 12.57 PM",that provides innovative solutions for retailer__ an automated fulfillment company,getfabric.com,,,,,,,Private Equity,2015,336,200,"Oct 25, 2021",Series,Aliment Capital,nla,Koch Disruptive Te,200,"524 Broadway; New York, New York 10012, US",2%,9%,20%,33%,37%,89%,155%,-26%,,,1,185,yes,
Prewave,"Jul 28, 2025 12.57 PM",~company that offers solutions for risk__ supply chain management,prewave.com,201-500,237,Austria,Vienna,Vienna,plewave,Venture Capital,2017,98.1,67.5,"Jun 24,2024",Series,Creandum,nla,Hedosophia,30,"Rothschildplatz 4; 3rd Floor; Vienna, 1020 , AT",33%,7%,26%,119%,438%,085 %,533%,72%,,,1,186,yes,
Reach Accountant,"Jul 28, 2025 12.57 PM",Reach Process Outsourcing company that offers range of solutions: software reachaccountant cor,,11-50,,India,Tamil Nadu,Chennai,reach-accountant,Venture Capital,2009,0.5,0.5,"Oct 10, 2013",Series,peakxvcom,nla,peakxvcom,,"800049, IN",-12%,-16%,-14%,~6%,,,,,,,1,187,no,missing_website
CSEMREENRTJRA,"Jul 28, 2025 12.57 PM",3VJIA is design solutions for the home decoration a__ software company specializing in,3vjia.com,"501-1,000",183,China,Guangdong,Guangzhou,es%bg%bf%ea__,Venture Capital,2013,117.6,,"Jun 18, 2023",Series,FENFWree+TR,nla,FANFW#Z?,,"Cm,CSA510663, CN",39%,0%,~2%,18 %,84%,,,,,,1,188,yes,
Vinculum Group,"Jul 28, 2025 12.57 PM",specializing Vinculum Group is omnichannel retail technolog-- SaaS provider,vinculumgroup.com,201-500,550,India,Uttar Pradesh,Noida,Iculumgroup,Venture Capital,2007,,,"Jul 24, 2023",Series,Accel,nla,InnoVen Capital In,,"Sector 62; Noida, Uttar Prades __",~0%,~2%,2%,~6%,6 %,7%,8 %,12%,~24%,,1,189,yes,
Aiperia,"Jul 28, 2025 12.57 PM",supply chain optimization for the food__ AIPERIA is a software company specializing in,aiperia.com,51-200,,Germany,nla,nla,planerai,Venture Capital,2021,,,"Apr 17, 2024",Series,Earlybird Venture Capital,nla,LBBW Venture Cal,,"Gitterle 2; GroBrinderfeld, Baden-Wirttemberg 97950, DE",3%,1%,9%,,,,,,,,1,190,yes,
Tailor,"Jul 28, 2025 12.57 PM",that specializes Tailor is . software development company customizable ERP _,tailor.tech,11-50,141,United States,(USA),California,San Francisco,Private Equity,2021,26.3,,"May 19, 2025",Series,Anri,nla,Anri,,"San Francisco, CA, US",7%,42%,166 %,540%,466 %,-19%,,,,,1,191,yes,
ENXMIETRXTRA&,"Jul 28, 2025 12.57 PM",specializing in digital economy solutions. WelinkData technology service provider Th_.,welinkdata.com,51-200,,China,Shanghai,Shanghai,%e4%b8%8a%e6_.,Venture Capital,2007,9.6,4.5,"Nov 20, 2017",Series,nla,nla,dchien cn,,"200062, CN",~8 %,-8%,-11%,-17%,~32%,,,,,,1,192,yes,
CLO Virtual Fashion,"Jul 28, 2025 12.57 PM",specializing in 3D garment simulation and_. CLO Virtual Fashion is software company clovirtualfashion con,,201-500,425,South Korea,Seoul,Seoul,clo-virtual-fashion-,Private Equity,2009,40.7,34.8,"Dec 15, 2024",Series,Atinum Investment,Corporate,kdbcapital.co.kr,,"Gangnam-gu, Seoul, Republic of Korea; Gangnam",~17%,,,,,,,,,,1,193,no,missing_website
Smart Fabric,"Jul 28, 2025 12.57 PM",manufacturing and software solutions__ ##EMU)RTTJIRA :] is a textile,sfabric.com,,,,,,,Venture Capital,2014,560,460,"Jan 13, 2025",,,,,460,Nanshan district Science and Technology Park; Shenzhen; CN,6%,~5%,5%,6 %,14%,33%,433%,,,,1,194,no,missing_last_funding_type
Recurrency,"Jul 28, 2025 12.57 PM",specializes ERP automation solutions for__ software company that,recurrency.com,51-200,,United States,(USA),California,San Francisco,Venture Capital,2018,22.1,,"Jan 31, 2023",Series,9Yards Capital,nla,Combinator,,"San Francisco, California 94114,US",16 %,19%,61%,51%,35%,212%,16%,,,,1,195,yes,
everstox,"Jul 28, 2025 12.57 PM",~everstox is integrated logistics solutions for eCommerc__. logistics company that provides,everstox.com,51-200,,Germany,Bavaria,Munich,~everstox,Venture Capital,2019,22.4,,"Nov 24, 2021",Series,Acton Capital,nla,Acton Capital,,"GanghoferstraBe 68b; Munich, Bavaria 80339, DE",-16%,-12%,-7%,~20%,1%,190%,814%,20%,,,1,196,yes,
Nyshex,"Jul 28, 2025 12.57 PM",NYSHEX is a logistics technology company that provides digital infrastructure for global__.,nyshex.com,51-200,,United States,(USA),New York,New York,Private Equity,2014,68.9,,"Nov 18, 2024",,,,,,"New York, NY 10004, US",33%,3%,-13%,435%,~24%,-14%,,,,,1,197,no,missing_last_funding_type
Regrello,"Jul 28, 2025 12.57 PM",Regrello is = supply chain and operations management__. software company special lizing,regrello.com,11-50,,United States,(USA),California,San Francisco,Private Equity,2021,25.2,20,"May 29, 2022",,,,,20,"San Francisco, CA, US",8 %,15%,64%,119%,338%,94%,,,,,2,2,no,missing_last_funding_type
Burq,"Jul 28, 2025 12.57 PM",Burq is a delivery service company that provides on-demand and same-day delivery__,burqup.com,51-200,,United States,(USA),California,San Francisco,Venture Capital,2021,10.5,10.5,"May 23, 2024",Series,Deep Tech Fund (an Alumn,nla,Bdmi,,"May 23, 2024",5%,8%,8 %,61%,182%,393%,028%,,,,2,3,yes,
Activities,"Jul 28, 2025 12.57 PM",BeMyGuest Pte. Ltd. is a technology provider specializing solutions for the travel::.,bemyguest.com,51-200,,Singapore,nla,nla,bumyguest-travel,Venture Capital,2012,,,"Jun 23, 2019",Series,nla,Corporate,Tidesquare,,"Singapore; Singapore, SG",~4%,~8 %,-8%,-10%,~2%,32%,41%,24%,~49%,,2,4,yes,
Saltmine,"Jul 28, 2025 12.57 PM","Saltmine is - that integrates data, people, and processes workplace optimization platform",saltmine.com,51-200,129,United States,(USA),California,San Francisco,Venture Capital,2016,,,"Dec 10, 2024",Series,Rigel Capital Management,nla,Xplorer Capital,,"601 California St; San Francisco, California 94108, US",3%,10%,,,,,,,,,2,5,yes,
Source.ag,"Jul 28, 2025 12.57 PM",Source.ag is an agricultural technology company that specializes in Al-driven__. source.ag,,51-200,107,Netherlands,North Holland,Amsterdam,lurce-ag,Private Equity,2020,,,Jun 2023,Series,el4.vc,nla,Astanor,,"Johan Huizingalaan 7634; Amsterdam; 1066VH, NL",~5%,~17%,-17%,-16%,-16 %,15%,101%,040%,22%,,2,6,no,missing_website
Printerous,"Jul 28, 2025 12.57 PM",specializing in print and packaging solutions_. BZB e-procurement platform,printerous.com,51-200,,Indonesia,~Jakarta,West Jakarta,plinterous,Venture Capital,2015,,,"Feb 13, 2020",Series,AddVentures by SCG,nla,gdpventure com,,"Raya Kebayoran Lama No.333 A-B, Kebayoran Lama_",-10%,-18 %,-23%,~43%,~66%,~70%,68 %,,,,2,7,yes,
carbmee,"Jul 28, 2025 12.57 PM",that specializes Carbmee carbon management company providing automated__.,carbmee.com,51-200,,Germany,Berlin,Berlin,cairbmee,Venture Capital,2021,,,Dec 2024,Series,CommerzVentures,nla,Fly Ventures,,"Rosenthaler StraBe; 36; Berlin, 10178,DE",22%,44%,60%,50%,75%,800%,,,,,2,8,yes,
RRR-1*04405#+8,"Jul 28, 2025 12.57 PM",Mengxiang Technology platform that provides intelligent distribution__. ~commerce,aikucun.com,"1,001-5,000",,China,Shanghai,Shanghai,% e79/88%b1%e5_,Venture Capital,2014,212.5,110,"Oct 25, 2018",Series,GGV Capital,nla,Legend Capitallta,110,"Oct 25, 2018",35%,,,,,,,,,,2,9,yes,
Kraaft,"Jul 28, 2025 12.57 PM",in construction project management solutio__ Kraaft is - software company that specializes,kraaft.co,11-50,,France,ile-De-France,Paris,kraaft-co,Venture Capital,2020,16.8,13.5,"Jan 20, 2025",Series,Brick =,Mortar Ventures,nla,,"99, Rue La Fayette; Paris, Ile-de-France 75010, FR",9%,51%,64%,115%,124%,211%,366%,,,,2,10,yes,
DOSS.COM,"Jul 28, 2025 12.57 PM",Doss in providing enterprise resource planning_. software company that specializes,doss.com,11-50,,United States,(USA),California,San Francisco,Venture Capital,2019,23.4,,"Apr 14, 2025",Series,20sales.vc,nla,2sales vc,,"San Francisco, CA, US",10%,35%,157%,285%,311%,,,,,,2,11,yes,
mater,"Jul 28, 2025 12.57 PM",m3ter is usage-based billing solutions for BZB_. software company specializing in,mater.com,51-200,,United Kingdom,(UK),England,London,Private Equity,2020,31.5,,"Apr 26, 2023",Series,Insight Partners,nla,Notion Capital,,"London, GB",~5%,-7%,-16%,-16 %,4%,50%,410%,,,,2,12,yes,
Napta,"Jul 28, 2025 12.57 PM",Napta is a staffing solution provider that offers comprehensive platform for staffing and_.,napta.io,51-200,,France,ile-De-France,Paris,pickyourskills,Venture Capital,2016,9.9,8.8,"Mar 21, 2022",Series,Kerala Ventures,nla,Kerala Ventures,,"63, Rue Saint-Sabin; Paris, ile-de-France 75011, FR",1%,~4%,4%,~2%,12%,0%,,,,,2,13,yes,
Sprig,"Jul 28, 2025 12.57 PM",in product experience management software company that - specializes ofters _.,sprig.com,51-200,256,United States,(USA),California,San Francisco,Venture Capital,2019,,,Aug 2022,Series,Accel,nla,Accel,,"71 Stevenson St; San Francisco, California 94105, US",2%,208%,232%,276%,146%,333%,,,,,2,14,yes,
Builder Prime,"Jul 28, 2025 12.57 PM",provides an all-in-one CRM and estimating__. software company that,builderprime.com,11-50,,United States,(USA),New York,Staten Island,Private Equity,2016,,,"May 30, 2023",Series,Blueprint Equity,nla,Blueprint Equity,,"Staten Island; NY 10314, US",10%,13%,57%,477%,633%,500%,17%,,,,2,15,yes,
Janio Asia,"Jul 28, 2025 12.57 PM",Janio supply chain management solutions. They_ logistics company specializing in janio.asia,,51-200,134,Singapore,nla,nla,janio,Venture Capital,2018,,,"May 21, 2023",Series,Vertex Growth,nla,Choco Up,,"Bridge Road; #20-02, Peninsula Plaza; Singapore,",~2%,~8 %,-8%,~17%,-17%,-26%,-23%,-12%,13%,,2,16,no,missing_website
Agrivi,"Jul 28, 2025 12.57 PM",AGRIVI is in digital agriculture solutions technology company specializing offers a .,agrivi.com,51-200,,United Kingdom,(UK),England,London,Venture Capital,2013,7.3,5.3,"Nov 16, 2020",Series,AgriTech Hub Fund,Corporate,Fil Rouge Capital,,"Wenlock Road 20-22; London; England N1 7GU, GB",2%,-7%,-2%,~25%,~34%,~2%,5%,332%,,,2,17,yes,
CartonCloud,"Jul 28, 2025 12.57 PM",that offers cloud-based solutions for__ CartonCloud is a logistics software provider,cartoncloud.com,51-200,,Australia,Queensland,Burleigh Heads,cairtoncloud,Venture Capital,2014,10.8,8.5,"Jan 30, 2022",Series,nla,nla,qic comau,,"27-29 Dover Drive; Burleigh Heads, QLD 4220, AU",1%,3%,10%,44%,116 %,209%,11%,,,,2,18,yes,
Eturnity AG,"Jul 28, 2025 12.57 PM",Eturnity AG is specializing in renewable energy solutions. software company,eturnity.ch,51-200,,nla,Switzerland,Grisons,Chur,Private Equity,2012,8.8,8.8,,Series,Alantra,nla,Venture Kick,,,,,,,,,,,,,2,19,yes,
Chain.io,"Jul 28, 2025 12.57 PM",specializes Chain.io is a logistics software provider that integration solutions for the.,chain.io,11-50,,United States,(USA),Pennsylvania,Philadelphia,Venture Capital,2017,,,"Jun 14, 2022",Series,Eve Atlas,nla,Eve Atlas,,"399 Market Street; Suite 360; Philadelphia; PA 19106,US",~3%,-11%,11%,~17%,-17%,~33%,~34%,18 %,146%,128 %,2,20,yes,
Deck Commerce,"Jul 28, 2025 12.57 PM",specializing in order management systems technology provider,deckcommerce.com,11-50,,United States,(USA),Missouri,St: Louis,Venture Capital,2015,12.5,7.8,"Oct 11, 2021",Series,Plymouth Growth,nla,Arsenal Capital M:,,"Brentwood Blvd; St Louis, Missouri, US",-4%,-12%,-10%,18 %,~24%,46%,148%,,,,2,21,yes,
Ttez (New Core Tech),"Jul 28, 2025 12.57 PM","Shanghai Niuku Information Technology Ltd. is a technology solutions provider __ Co,,",xinheyun.com,51-200,,China,Shanghai,Shanghai,xinheyun,Venture Capital,2014,54.2,30.9,"Aug 22, 2021",Series,Cowin Venture Capital,nla,IDG Capital,,"QWA_61078; Exm, :wm 200000, CN",9%,43%,91%,187%,,,,,,,2,22,yes,
Cradle Technology Services (Pty) Ltd,"Jul 28, 2025 12.57 PM",solutions provider specializing in barcoding_. Cradle Technology Services technology,cradle.co,11-50,,South Africa,Western Cape,Cape Town,cradle-technology-,Venture Capital,2000,,,"Jul 7, 2019",Series,Knife Capital,nla,Knife Capital,,"Olive Grove Business Park; Old Paardevlei Road,",-4%,4%,~4%,11%,,,,,,,2,23,yes,
Camunda,"Jul 28, 2025 12.57 PM",specializes workflow and decision . software company that,camunda.com,"501-1,000",550,Germany,Berlin,Berlin,caimunda-services -,Private Equity,2008,126.2,97.8,"Mar 21, 2021",Series,Highland Europe,nla,Highland Europe,,"Strasse 55-58; Berlin, Deutschland 10961,DE",2%,6%,16 %,50%,75%,93%,202%,-9%,,,2,24,yes,
BuyCo,"Jul 28, 2025 12.57 PM",BuyCo is in container shipping solutions. logistics platform that specializes offers a .,buyco.co,51-200,,France,Provence-Alpes -,Cote D'Azur,Marseille,Venture Capital,2015,9.7,,"Jul 23, 2023",Series,Banque Populaire du Sud,nla,Cma Cgm,,"37 bld Paul Peyral; MARSEILLE, PACA 13006, FR",33%,10%,12%,-13%,1%,28%,106%,,,,2,25,yes,
paretos,"Jul 28, 2025 12.57 PM",in decision intelligence solutions. It offers AI__. Paretos technology company speciae lizing,paretos.com,51-200,,Germany,Wurttemberg,Baden -,Heidelberg,Private Equity,2020,19.8,,"Oct 27, 2024",Series,Acton Capital,nla,UVC Partners,,"Palo-Alto Platz 13; Heidelberg, Baden-Wurttemberg 69124,DE",3%,23%,52%,70%,431%,,,,,,2,26,yes,
Enode,"Jul 28, 2025 12.57 PM",provides API solutions for connecting and_ an energy technology company that,enode.com,11-50,,Norway,Oslo,Oslo,eriode-io,Venture Capital,2020,17.2,,Nov 2022,Series,BoxGroup,nla,lowercarboncapita,,"Inkognitogata; Oslo, NO",3%,7%,20%,66 %,252%,650%,900%,45%,,,2,27,yes,
LoyaltyLion,"Jul 28, 2025 12.57 PM",LoyaltyLion is offers software solutions to enhance: loyalty program provider that,ioyaltylion.com,51-200,,United Kingdom,(UK),England,London,Venture Capital,2012,7.3,,Feb 2021,Series,Kennet Partners,nla,Downing,,"20 Farringdon Street; London; England EC4A 4AB, GB",~5%,5%,~2%,~20%,-29%,-17%,73%,0%,,,2,28,yes,
Lucidchart,"Jul 28, 2025 12.57 PM",Lucid Software Inc. is that offers web-based diagramming_ software company,lucidchart.com,"1,001-5,000","1,229",United States,(USA),Utah,South Jordan,Venture Capital,2010,228,,"Feb 28, 2021",Series,nla,nla,500 Global,228,"Feb 28, 2021",~21%,,,,,,,,,,2,29,yes,
ane(ttz)ee#XTir4&,"Jul 28, 2025 12.57 PM",YMNE (1t3) {8R2XTIRA] technology company specializing digital__.,techbloom.net,51-200,,China,Beijing,Beijing,%e5%8c997%e4_,Venture Capital,2011,,,Jan 2023,Series,Susquehanna Asia Venture,nla,A-capital com cn,,"1t5m 100176, CN",5%,46%,35%,72%,,,,,,,2,30,yes,
Apicbase,"Jul 28, 2025 12.57 PM",comprehensive F&B management platform __ software company that provides,apicbase.com,51-200,,Belgium,Flanders,Antwerp,apicbase,Venture Capital,2017,8.5,,"May 18, 2021",Series,Ark Angels Activator Fund,nla,Newion,,"Samberstraat 3; Antwerp, Flemish Region 2060, BE",-4%,~9%,9%,-16%,-16 %,~27%,17%,51%,,,2,31,yes,
Epic Gardening,"Jul 28, 2025 12.57 PM",Epic Gardening is a gardening supply retailer that offers wide range of products includin__.,epicgardening.com,51-200,,United States,(USA),Colorado,Broomfield,Venture Capital,2013,17.5,17.5,"Dec 20, 2021",Series,Tcg,Corporate,Tcg,,"660 Compton St; Broomfield, Colorado 80020, US",7%,4%,24%,94%,323%,340%,500%,-10%,,,2,32,yes,
OneRail,"Jul 28, 2025 12.57 PM",last mile delivery solutions. They offer OneRail is = logistics company specializing in,onerail.com,51-200,189,United States,(USA),Florida,Orlando,Venture Capital,2018,109.5,,"Nov 20, 2024",,,,,,"8427 Southpark Circle; 200; Orlando, Florida 32819, US",10%,11%,32%,24%,85 %,,,,,,2,33,no,missing_last_funding_type
Earri#WEE TRA,"Jul 28, 2025 12.57 PM","Shanghai Fineex Supply Chain Management Co , Ltd_ logistics company that__.",fineex.com,"501-1,000",,China,Shanghai,Shanghai,le4%b8%8a%e6_,Venture Capital,2006,160.8,,"Jun 15, 2023",Series,nla,nla,P#LERECi?,,"2Wb218588535*71+3217-32272; EXem, ENm",1%,-9%,~34%,30%,,,,,,,2,34,yes,
Distru,"Jul 28, 2025 12.57 PM",Distru is : cannabis ERP solutions: It offers a_ software company specializing in,distru.com,11-50,,United States,(USA),California,Oakland,Venture Capital,2016,,,"Nov 19, 2024",Series,Global Founders Capital AF,nla,Poseidon Investma,,"330 Znd St:; Oakland, CA 94607, US",13%,25%,40%,59%,96%,180%,-28%,,,,2,35,yes,
Threecolts,"Jul 28, 2025 12.57 PM",ecommerce solutions for retail vendors an__. software company specializing,threecolts.com,"501-1,000",303,United Kingdom,(UK),England,London,Venture Capital,2021,90.7,90.7,Mar 2023,Series,coventure.Vc,Corporate,Stratos Technolog,,"London, GB",10%,33%,124%,248%,657%,000%,431%,,,,2,36,yes,
"Logile, Inc.","Jul 28, 2025 12.57 PM",Logile is offers software solutions for labor_. retail technology provider that,logile.com,201-500,212,United States,(USA),Texas,Southlake,Private Equity,2005,32,2600,"Jan 30, 2023",Series,Sixth Street,nla,Sixth Street,32,"Southlake Blvd ; Suite 120; Southlake, TX 76052, US",1%,~2%,2%,~6%,6%,3%,28%,55%,-28%,,2,37,yes,
Hivery,"Jul 28, 2025 12.57 PM",HIVERY is a retail technology company specializing in Al-driven solutions for_.,hivery.com,51-200,,Australia,New South Wales,Surry Hills,hivery,Private Equity,2015,43.4,29.2,"Jul 13, 2022",Series,ASI Growth Partners,nla,The Coca-Cola Cc,,"Surry Hills, New South Wales 2010, AU",~66%,90%,98 %,~97%,89%,,,,,,2,38,yes,
ClimateAi,"Jul 28, 2025 12.57 PM",that offers advanced Al-driven solutions for__. ClimateAi is - climate intelligence provider,climate.ai,51-200,,United States,(USA),California,San Francisco,Venture Capital,2017,38.2,,"Apr 12, 2023",Series,academyinvestorcom,Venture Capital,FootPrint Coalition,,"353 Sacramento St; San Francisco, California 94111, US",6%,~31%,~33%,-15%,37%,218 %,69%,,,,2,39,yes,
Onfleet,"Jul 28, 2025 12.57 PM",specializing in last mile delivery solutions T_ Onfleet is a logistics software provider,onfleet.com,51-200,,United States,(USA),California,San Francisco,Private Equity,2015,41.9,,,Series,Almanac,nla,Sgh,,"717 California St; San Francisco, California 94108, US",5%,2%,7%,-12%,~25%,6%,137%,-23%,,,2,40,yes,
Inspectorio,"Jul 28, 2025 12.57 PM",specializing in supply chain management__. technology solutions provider,inspectorio.com,201-500,237,United States,(USA),Minnesota,Minneapolis,Private Equity,2015,65.8,32,"Jan 30, 2022",Series,bossa invest,nla,bossa invest,225,"6th St ; Suite 3900; Minneapolis, Minnesota MN 55402,",1%,0%,2%,9%,3%,44%,75%,30%,,,2,41,yes,
Easyship,"Jul 28, 2025 12.57 PM",offers eCommerce businesses tools to Easyship is shipping software provider that,easyship.com,51-200,163,United States,(USA),New York,New York,Venture Capital,2015,,,"Nov 28, 2018",Series,500 Global,nla,500 Global,,"61 Broadway; Suite 1705; New York; New York 10006, US",~2%,2%,-7%,-17%,7%,48%,96%,,,,2,42,yes,
SpaceFill,"Jul 28, 2025 12.57 PM",Spacefill is a logistics technology provider that offers 3PL management platform__,spacefill.fr,51-200,,nia,France,ile-De-France,Paris,Private Equity,2018,23.2,,"Mar 15, 2022",Series,Bonsai Partners,nla,NGP Capital,,"Mar 15, 2022",~4%,,,,,,,,,,2,43,yes,
Deskera,"Jul 28, 2025 12.57 PM",Deskera is = offers integrated solutions for accounting;_ business software provider that,deskera.com,51-200,125,United States,(USA),Minnesota,Minneapolis,Venture Capital,2008,182.8,,"Jul 15, 2024",Series,Jungle Ventures,nla,InnoVen Capital In,,"729 N Washington Ave; 6th Floor; Minneapolis, MN 55401, US",~6%,-14%,-23%,-29%,30%,~25%,~54%,5%,,,2,44,yes,
Vertuoza,"Jul 28, 2025 12.57 PM",software provider that offers construction management comprehensi_.,vertuoza.com,51-200,107,Belgium,Wallonia,Nivelles,Veirtuoza,Venture Capital,2020,11.9,10.5,"Oct 12, 2023",Series,Fortino Capital,nla,XAnge,,"16 Rue Louis Braille; Nivelles, 1400, BE",2%,11%,33%,48%,189%,723%,250%,-13%,,,2,45,yes,
Crisp,"Jul 28, 2025 12.57 PM",provides data analytics company that collaborative commerce platform__,gocrisp.com,201-500,260,United States,(USA),Arkansas,Bentonville,Venture Capital,2016,128,,"Sep 24, 2024",Series,Cox Enterprises,Corporate,Evolution Venture:,128,"Bentonville, AR 72764, US",31%,39%,53%,120%,154%,312%,504%,21%,,,2,46,yes,
Metacommerce,"Jul 28, 2025 12.57 PM",Metacommerce is = company that provides software solutions fo_. market analysis service metacommerce ru,,11-50,,Russia,Moscow,Moscow,etacommerce-io,Venture Capital,2011,0.9,,"Sep 11, 2016",Series,Internet Initiatives Developi,nla,Internet Initiatives,,"Vostochnaya str;; 4-1, build: 10; Moscow; Moscow 115280,RU",~2%,2%,6%,11%,29%,,,,,,2,47,no,missing_website
Emitwise,"Jul 28, 2025 12.57 PM",that provides solutions for businesses to tra_. carbon management company,emitwise.com,51-200,,United Kingdom,(UK),England,London,Venture Capital,2019,,,"Mar 30, 2022",Series,ArcTern Ventures,nla,Saltwater,,"Mar 30, 2022",,,,,,,,,,,2,48,yes,
Maven Machines,"Jul 28, 2025 12.57 PM",specializing in Al-powered solutions for_. software company mavenmachines con,,51-200,,United States,(USA),Pennsylvania,Pittsburgh,Venture Capital,2014,10.1,,"Sep 21, 2022",Series,nla,nla,Allos Ventures,,"4117 Liberty Ave; Pittsburgh, Pennsylvania 15224, US",-23%,~25%,-29%,~27%,~40%,~51%,-44%,,,,2,49,no,missing_website
ABM Cloud,"Jul 28, 2025 12.57 PM",provides cloud based solutions for business_ ABM Cloud is = technology company that,abmcloud.com,51-200,150,Estonia,Harju,Tallinn,%e2%80%93 -_,Venture Capital,2014,,,"Dec 20, 2020",Series,nla,nla,nla,,"Tartu highway; 2; Tallinn, EE",~1%,4%,10%,8%,9%,,,,,,2,50,yes,
eSUB Construction Software,"Jul 28, 2025 12.57 PM",provider that offers solutions tailored for_ eSUB is : construction management software esub. com,,51-200,,United States,(USA),California,San Diego,Private Equity,2008,,,"Apr 30, 2023",Series,Catalyst Investors,nla,Autodesk,,"4875 Eastgate Mall Suite No. 250; San Diego, CA 92121, US",-2%,2%,~8 %,-8%,-44%,50%,~39%,~53%,63%,,2,51,no,missing_website
Alvys,"Jul 28, 2025 12.57 PM",Alvys is a software company that specializes in transportation management solutions. It..,alvys.com,51-200,134,United States,(USA),California,Solana Beach,Venture Capital,2020,26.8,20.5,"Jul 14, 2024",Series,Bonfire Ventures,nla,Picus Capital,,"Solana Beach; CA 92075, US",-10%,~6%,6%,17%,67%,103%,575%,~20%,,,2,52,yes,
Omnea,"Jul 28, 2025 12.57 PM",that offers Omnea is a procurement automation provider suite of software solutions__.,omnea.co,51-200,,United Kingdom,(UK),England,London,Venture Capital,2022,20,,"Oct 13, 2024",Series,Accel,nla,Point Nine,20,"London, GB",48%,71%,154%,456%,800%,13%,,,,,2,53,yes,
Pricemoov,"Jul 28, 2025 12.57 PM",offers solutions for price management __ Pricemoov is pricing software provider that,pricemoov.com,51-200,,France,ile-De-France,Paris,plicemoov,Venture Capital,2016,,,"Apr 11, 2023",Series,Bpifrance,nla,Kima Ventures,,"37 Avenue Trudaine; Paris, France 75009, FR",~6%,-21%,~48%,~69%,~72%,~46%,~34%,23%,,,2,54,yes,
melonn,"Jul 28, 2025 12.57 PM",Melonn is = fulfillment services for logistics company specializing in ~commerce and:_,melonn.com,51-200,247,Colombia,Antioquia,Puerto Nare,melonn,Venture Capital,2020,24.5,22,Feb 2022,Series,Global Founders Capital AF,nla,Wollef,22,"Medellin; Antioquia 050022, CO",~5%,~1%,2%,8%,14%,626%,9%,,,,2,55,yes,
Plandek,"Jul 28, 2025 12.57 PM",Plandek is specializes in providing engineering-_. software company that,plandek.com,11-50,,United Kingdom,(UK),England,London,Private Equity,2017,,,"Oct 16, 2022",Series,YFM Equity Partners,nla,Supernode Global,,"SEI OHS, GB",11%,19%,44%,63%,157%,206%,145%,-15%,,,2,56,yes,
Wakeo,"Jul 28, 2025 12.57 PM",specializing in supply chain visibility solutio_. logistics technology provider,wakeo.co,51-200,,France,ile-De-France,Paris,wakeo,Venture Capital,2016,32.7,19.5,Dec 2023,Series,360 Capital,nla,50 Partners,,"Rue Auber; Paris, ile-de-France 75009,FR",~4%,4%,9%,25%,51%,195%,300%,,,,2,57,yes,
OnPoint E-commerce,"Jul 28, 2025 12.57 PM","based OnPoint i Vietnam, specializing for-profit e-commerce enabler providing _ onpoint:vn",,201-500,465,Vietnam,Ho Chi Minh,Ho Chi Minh,City,Private Equity,2016,40,,"Jun 23, 2022",Series,SeaTown Holdings Internati,Corporate,Kiwoom Investmei,40,Ho chi minh; VN,5%,16 %,33%,33 %,64%,105%,239%,777%,,,2,58,no,missing_website
CnM#aNRTJIRA,"Jul 28, 2025 12.57 PM","Co , Ltd_ Guangzhou Kuaipi Information Technology software company specializing",kuaipi.com,51-200,,China,Guangdong,Guangzhou,%es%bg%bf%e5_,Private Equity,2015,,,"Aug 31, 2015",Series,China Soft Capital,nla,Unity Ventures Jl;,,Unity Ventures Jl;,~6%,6%,-11%,~46%,~34%,,,,,,2,59,yes,
Food Market Hub,"Jul 28, 2025 12.57 PM",Food Market Hub is provides procurement and inventory_. software company that,foodmarkethub.com,51-200,,Malaysia,Kuala Lumpur,Petaling Jaya,fcodmarkethub,Venture Capital,2017,12.9,8.5,Dec 2021,Series,500 Global,nla,Velocity Ventures,,"100-2.0118013, 129 Offices (Block J), Jaya One, Jalan Prof",-7%,-18 %,~15%,-15%,~27%,~33%,32%,416 %,,,2,60,yes,
One Data,"Jul 28, 2025 12.57 PM","provider that specializes in building,_ data management solutions",onedata.ai,201-500,200,Germany,Bavaria,Munich,e-data-it,Venture Capital,2013,44.9,34.9,"Jul 15, 2024",Series,HV Capital,nla,SALVIA GmbH,26,"PrinzregentenstraBe 50; Munich; Bavaria 80538, DE",~1%,~2%,2%,-10%,~21%,4%,,,,,2,61,yes,
Pepper,"Jul 28, 2025 12.57 PM",Pepper i provides Pepper is = provides eCommerce solutions for food__ eCommerce technology company that solutions for food . usepepper com,usepepper.com,11-50,168,United States,(USA),New York,New York,Venture Capital,2019,46,,,Series,Greylock,nla,bossa invest,46,New York City; New York; US,1%,5%,60%,216%,216 %,309%,950%,888%,47%,,2,62,yes,
